DTXSID,CASRN,PREFERRED NAME,MOLECULAR_FORMULA,MONOISOTOPIC MASS,AVERAGE_MASS,SMILES,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL
DTXSID1044356,104-63-2,N-Benzylethanolamine,C9H13NO,151.099714,151.209,OCCNCC1=CC=CC=C1,0,316,0,Inactive
DTXSID1044481,23847-08-7,"1,1'-Disulfanediyldiazepan-2-one",C12H20N2O2S2,288.09662,288.42,O=C1CCCCCN1SSN1CCCCCC1=O,54,319,17,Inactive
DTXSID1044518,1135-66-6,(-)-Isolongifolene,C15H24,204.187801,204.357,CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C,79,429,18,Inactive
DTXSID1044564,3855-32-1,"2,6,10-Trimethyl-2,6,10-triazaundecane",C11H27N3,201.220498,201.358,CN(C)CCCN(C)CCCN(C)C,3,582,1,Inactive
DTXSID1044568,54982-83-1,"1,4-Dioxacyclohexadecane-5,16-dione",C14H24O4,256.167459,256.342,O=C1CCCCCCCCCCC(=O)OCCO1,5,323,2,Inactive
DTXSID1044697,5877-42-9,4-Ethyloct-1-yn-3-ol,C10H18O,154.135765,154.253,CCCCC(CC)C(O)C#C,31,574,5,Active
DTXSID1044643,3033-77-0,Glycidyl trimethylammonium chloride,C6H14ClNO,151.076392,151.63,[Cl-].C[N+](C)(C)CC1CO1,10,597,2,Inactive
DTXSID1044560,30007-47-7,"5-Bromo-5-nitro-1,3-dioxane",C4H6BrNO4,210.948021,211.999,[O-][N+](=O)C1(Br)COCOC1,81,318,25,Active
DTXSID1044693,553-70-8,Magnesium dibenzoate,C14H10MgO4,266.042951,266.535,[Mg++].[O-]C(=O)C1=CC=CC=C1.[O-]C(=O)C1=CC=CC=C1,0,346,0,Inactive
DTXSID1044772,105-85-1,Citronellyl formate,C11H20O2,184.14633,184.279,CC(CCOC=O)CCC=C(C)C,10,318,3,Inactive
DTXSID1044774,105-95-3,"1,4-Dioxacycloheptadecane-5,17-dione",C15H26O4,270.183109,270.369,O=C1CCCCCCCCCCCC(=O)OCCO1,14,323,4,Inactive
DTXSID1044776,106-71-8,2-Cyanoethyl prop-2-enoate,C6H7NO2,125.047678,125.127,C=CC(=O)OCCC#N,48,318,15,Active
DTXSID1044720,695-34-1,4-Methylpyridin-2-amine,C6H8N2,108.068748,108.144,CC1=CC=NC(N)=C1,6,321,2,Inactive
DTXSID1044770,104-21-2,4-Methoxybenzyl acetate,C10H12O3,180.078644,180.203,COC1=CC=C(COC(C)=O)C=C1,0,321,0,Inactive
DTXSID1044809,18479-51-1,"3,7-Dimethyloct-6-en-3-ol",C10H20O,156.151415,156.269,CCC(C)(O)CCC=C(C)C,1,318,0,Inactive
DTXSID1044936,40220-08-4,"(2,4,6-Trioxo-1,3,5-triazinane-1,3,5-triyl)triethane-2,1-diyl trisprop-2-enoate",C18H21N3O9,423.127779,423.378,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O,135,319,42,Active
DTXSID1044851,16969-10-1,2-Hydroxy-3-phenoxypropyl prop-2-enoate,C12H14O4,222.089209,222.24,OC(COC(=O)C=C)COC1=CC=CC=C1,79,319,25,Active
DTXSID1044853,17766-26-6,"Trisodium 2,4,6-trithioxo-1,3,5-triazinane-1,3,5-triide",C3N3Na3S3,242.894743,243.2,[Na+].[Na+].[Na+].S=C1[N-]C(=S)[N-]C(=S)[N-]1,2,318,1,Inactive
DTXSID1044986,765-12-8,"3,6,9,12-Tetraoxatetradeca-1,13-diene",C10H18O4,202.120509,202.25,C=COCCOCCOCCOC=C,0,318,0,Inactive
DTXSID1044859,1823-59-2,"5,5'-Oxybis(2-benzofuran-1,3-dione)",C16H6O7,310.011353,310.217,O=C1OC(=O)C2=C1C=CC(OC1=CC3=C(C=C1)C(=O)OC3=O)=C2,0,316,0,Inactive
DTXSID1044934,3923-79-3,"4,5-Dihydroxy-1,3-dimethylimidazolidin-2-one",C5H10N2O3,146.069142,146.146,CN1C(O)C(O)N(C)C1=O,1,434,0,Inactive
DTXSID10461880,1005-73-8,"1H,2H-Hexafluorocyclopentene",C5H2F6,176.006069,176.061,FC1(F)C=CC(F)(F)C1(F)F,0,81,0,Inactive
DTXSID1047029,306-91-2,Perfluorotetradecahydrophenanthrene,C14F24,623.961676,624.116,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F,3,316,1,Inactive
DTXSID1046970,105624-86-0,"2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione",C20H21NO3,323.152144,323.392,CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O,312,688,45,Active
DTXSID1046976,103764-33-6,4-Methylumbelliferone hydrate,C10H10O4,194.057909,194.186,O.CC1=CC(=O)OC2=C1C=CC(O)=C2,42,316,13,Inactive
DTXSID1047071,19819-98-8,2-Methylphenethyl alcohol,C9H12O,136.088815,136.194,CC1=CC=CC=C1CCO,0,318,0,Inactive
DTXSID1047102,2026-24-6,Dehydroabietylamine acetate,C22H35NO2,345.266779,345.527,CC(O)=O.CC(C)C1=CC=C2C(CC[C@H]3[C@](C)(CN)CCC[C@]23C)=C1,166,319,52,Inactive
DTXSID1047285,527680-56-4,PHA-00568487,C16H20N2O3,288.147393,288.347,O=C(N[C@H]1CN2CCC1CC2)C1=CC2=C(OCCO2)C=C1,9,617,1,Inactive
DTXSID1047104,557-48-2,"trans,cis-2,6-Nonadienal",C9H14O,138.104465,138.21,CC\C=C/CC\C=C\C=O,29,318,9,Active
DTXSID1047156,65894-82-8,"2-(2-Butyl)-4,5-dimethyl-3-thiazoline",C9H17NS,171.108171,171.3,CCC(C)C1SC(C)C(C)=N1,5,316,2,Inactive
DTXSID1047158,543-49-7,2-Heptanol,C7H16O,116.120115,116.204,CCCCCC(C)O,2,318,1,Inactive
DTXSID1047106,502-47-6,Citronellic acid,C10H18O2,170.13068,170.252,CC(CCC=C(C)C)CC(O)=O,1,318,0,Inactive
DTXSID1047281,353280-07-6,CP-612372,C22H20N4O4,404.148455,404.426,CC(C)(O)C1=CC=C(CNC(=O)C2=CC=CN=C2OC2=CC3=NON=C3C=C2)C=C1,54,603,9,Inactive
DTXSID1047152,106-29-6,Geranyl butyrate,C14H24O2,224.17763,224.344,CCCC(=O)OC\C=C(/C)CCC=C(C)C,6,318,2,Inactive
DTXSID1047283,368832-42-2,CP-728663,C26H33N3O2,419.257277,419.569,CC[C@H]1CC[C@H](NCC2=CC3=C(C=C2OC)[C@H]2C[C@H]2C(=O)N3C)[C@@H](N1)C1=CC=CC=C1,148,637,23,Active
DTXSID1047318,139149-55-6,SB202235,C16H16N2O4,300.111007,300.314,NC(=O)N(O)[C@@H]1COC2=C1C=CC(OCC1=CC=CC=C1)=C2,37,590,6,Inactive
DTXSID1047310,196808-45-4,Farglitazar,C34H30N2O5,546.215472,546.623,CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,338,710,48,Inactive
DTXSID1047312,864283-48-7,GSK232420A,C12H9F6N3O,325.064981,325.214,NC(=O)CN(CC(F)(F)F)C1=CC(=C(C=C1)C#N)C(F)(F)F,38,604,6,Inactive
DTXSID1047316,461023-63-2,Aplaviroc hydrochloride,C33H44ClN3O6,613.291864,614.18,Cl.CCCCN1C(=O)[C@H](NC(=O)C11CCN(CC2=CC=C(OC3=CC=C(C=C3)C(O)=O)C=C2)CC1)[C@H](O)C1CCCCC1,161,580,28,Active
DTXSID1047287,197077-55-7,UK-333747,C17H12Cl2N6O4,434.029708,435.22,COCC1=NN=C(N1C1=C(Cl)C(Cl)=CC2=C1NC(=O)C(=O)N2)C1=C[N+]([O-])=CC=C1,15,604,2,Inactive
DTXSID1047360,929601-09-2,SR58611,C22H27Cl2NO4,439.131714,440.36,Cl.CCOC(=O)COC1=CC2=C(CCC(C2)NCC(O)C2=CC(Cl)=CC=C2)C=C1,176,620,28,Active
DTXSID1047362,NOCAS_47362,SSR150106,C17H17NO3,283.120843,283.327,CCOC(=O)[C@@]1(OC2=CC=CC=C2[C@@H]1N)C1=CC=CC=C1,252,670,38,Active
DTXSID1047289,215297-27-1,UK-343664,C28H35N7O4S,565.247124,565.69,CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CC)CC1)C1=NC2=C(CC)N(CC3=CC=CC=N3)N=C2C(=O)N1,79,598,13,Active
DTXSID1047366,NOCAS_47366,SAR115740,C24H17F2N3O,401.133969,401.417,FC1=CC=C2N(CC3=CC(F)=CC=C3)C(=CC2=C1)C(=O)NC1=CC=C2NC=CC2=C1,312,628,50,Inactive
DTXSID1047368,344930-95-6,SSR69071,C27H32N4O7S,556.199171,556.63,COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C,221,631,35,Inactive
DTXSID1047528,58394-64-2,Benzyloctyl adipate,C21H32O4,348.23006,348.483,CCCCC(CC)COC(=O)CCCCC(=O)OCC1=CC=CC=C1,7,579,1,Inactive
DTXSID1047443,3209-13-0,3-Methoxy-5-methylphenol,C8H10O2,138.06808,138.166,COC1=CC(C)=CC(O)=C1,2,318,1,Inactive
DTXSID1047447,5331-43-1,"Hydrazinecarboxylic acid, phenylmethyl ester",C8H10N2O2,166.074228,166.18,NNC(=O)OCC1=CC=CC=C1,1,321,0,Inactive
DTXSID1047570,933-48-2,"rel-(1S,5S)-3,3,5-Trimethylcyclohexanol",C9H18O,142.135765,142.242,C[C@@H]1C[C@H](O)CC(C)(C)C1,2,321,1,Inactive
DTXSID1047576,486-56-6,Cotinine,C10H12N2O,176.094963,176.219,CN1[C@@H](CCC1=O)C1=CN=CC=C1,2,631,0,Inactive
DTXSID1047497,119-07-3,Octyl decyl phthalate,C26H42O4,418.30831,418.618,CCCCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC,9,358,3,Inactive
DTXSID1047574,144-39-8,"3,7-Dimethylocta-1,6-dien-3-yl propanoate",C13H22O2,210.16198,210.317,CCC(=O)OC(C)(CCC=C(C)C)C=C,4,318,1,Inactive
DTXSID1047578,2043-55-2,"1H,1H,2H,2H-Perfluorohexyl iodide",C6H4F9I,373.9214,373.988,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,18,475,4,Inactive
DTXSID1047520,10022-28-3,"1,1-Dimethoxyoctane",C10H22O2,174.16198,174.284,CCCCCCCC(OC)OC,1,194,1,Inactive
DTXSID1047607,103-56-0,3-Phenylprop-2-en-1-yl propanoate,C12H14O2,190.09938,190.242,CCC(=O)OCC=CC1=CC=CC=C1,6,303,2,Inactive
DTXSID1047609,104-50-7,4-Hydroxyoctanoic acid lactone,C8H14O2,142.09938,142.198,CCCCC1CCC(=O)O1,3,318,1,Inactive
DTXSID1047601,100-86-7,"1,1-Dimethylphenylethanol",C10H14O,150.104465,150.221,CC(C)(O)CC1=CC=CC=C1,3,321,1,Inactive
DTXSID1047603,103-38-8,Benzyl 3-methylbutanoate,C12H16O2,192.11503,192.258,CC(C)CC(=O)OCC1=CC=CC=C1,1,318,0,Inactive
DTXSID1047651,123-29-5,Ethyl nonanoate,C11H22O2,186.16198,186.295,CCCCCCCCC(=O)OCC,2,318,1,Inactive
DTXSID1047655,124-12-9,Octanenitrile,C8H15N,125.120449,125.215,CCCCCCCC#N,2,318,1,Inactive
DTXSID1047605,103-53-7,Phenethyl cinnamate,C17H16O2,252.11503,252.313,O=C(OCCC1=CC=CC=C1)C=CC1=CC=CC=C1,21,318,7,Inactive
DTXSID1047659,13481-87-3,Methyl 3-nonenoate,C10H18O2,170.13068,170.252,CCCCCC=CCC(=O)OC,3,318,1,Inactive
DTXSID1048170,149413-74-1,FR150011,C24H23NO4S,421.134779,421.51,CC(C)(C)C1=CSC(=N1)C1=CC2=C(O1)C=CC(OCC1=CC=CC=C1CC(O)=O)=C2,287,623,46,Inactive
DTXSID1048172,NOCAS_48172,PharmaGSID_48172,C27H28N4O7S,552.16787,552.6,OC(=O)\C=C\C(O)=O.O=C1N(CCC2=NOC(=N2)C2=CC=C(CN3CCCCCC3)S2)C(=O)C2=C1C=CC=C2,128,655,20,Inactive
DTXSID1048174,174185-16-1,FR167356,C19H17Cl2NO3,377.058549,378.25,CC1=C(C2=C(O1)C(NC(=O)C1=C(Cl)C=CC=C1Cl)=CC=C2)C(C)(C)O,200,612,33,Active
DTXSID1048176,387816-82-2,YM 218,C74H80F4N8O12,1348.583183,1349.492,OC(=O)\C=C\C(O)=O.CC1=C(C=CO1)C(=O)NC1=CC=C(C=C1)C(=O)N1CCC(F)(F)\C(=C/C(=O)N2CCC(CC2)N2CCCCC2)C2=C1C=CC=C2.CC1=C(C=CO1)C(=O)NC1=CC=C(C=C1)C(=O)N1CCC(F)(F)\C(=C/C(=O)N2CCC(CC2)N2CCCCC2)C2=C1C=CC=C2,144,615,23,Inactive
DTXSID1048178,136042-19-8,FR130739,C24H22N7Na,431.183438,431.479,[Na+].CCCCC1=NC2=CC=CN=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,94,609,15,Inactive
DTXSID1048207,838-85-7,Diphenyl phosphate,C12H11O4P,250.039496,250.19,OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,1,350,0,Inactive
DTXSID1048209,938-16-9,tert-Butyl phenyl ketone,C11H14O,162.104465,162.232,CC(C)(C)C(=O)C1=CC=CC=C1,2,348,1,Inactive
DTXSID1048201,5407-98-7,Cyclobutyl phenyl ketone,C11H12O,160.088815,160.216,O=C(C1CCC1)C1=CC=CC=C1,16,350,5,Inactive
DTXSID1049225,15646-46-5,Oxazolone,C12H11NO3,217.073893,217.224,CCOC=C1N=C(OC1=O)C1=CC=CC=C1,8,316,3,Inactive
DTXSID1049697,84-15-1,o-Terphenyl,C18H14,230.10955,230.31,C1=CC=C(C=C1)C1=CC=CC=C1C1=CC=CC=C1,35,196,18,Inactive
DTXSID1051690,135-02-4,2-Methoxybenzaldehyde,C8H8O2,136.052429,136.15,COC1=C(C=O)C=CC=C1,1,197,1,Inactive
DTXSID1051771,16409-43-1,4-Methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran,C10H18O,154.135765,154.253,CC1CCOC(C1)C=C(C)C,3,196,2,Inactive
DTXSID1051779,1678-91-7,Ethylcyclohexane,C8H16,112.125201,112.216,CCC1CCCCC1,1,199,1,Inactive
DTXSID1052298,619-73-8,4-Nitrobenzyl alcohol,C7H7NO3,153.042593,153.137,OCC1=CC=C(C=C1)[N+]([O-])=O,1,196,1,Inactive
DTXSID1052539,78-77-3,1-Bromo-2-methylpropane,C4H9Br,135.988763,137.02,CC(C)CBr,0,195,0,Inactive
DTXSID1052585,86-28-2,9-Ethylcarbazole,C14H13N,195.104799,195.265,CCN1C2=CC=CC=C2C2=C1C=CC=C2,21,208,10,Inactive
DTXSID1051850,20662-14-0,Scandium chloride hexahydrate,Cl3H12O6Sc,257.925854,259.4,O.O.O.O.O.O.Cl[Sc](Cl)Cl,2,199,1,Inactive
DTXSID1051939,2648-61-5,"2,2-Dichloro-1-phenylethanone",C8H6Cl2O,187.97957,189.04,ClC(Cl)C(=O)C1=CC=CC=C1,51,197,26,Inactive
DTXSID1052294,6175-45-7,"2,2-Diethoxyacetophenone",C12H16O3,208.109944,208.257,CCOC(OCC)C(=O)C1=CC=CC=C1,5,197,3,Inactive
DTXSID1062122,2043-47-2,Fluorotelomer alcohol 4:2,C6H5F9O,264.019668,264.091,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,250,1,Inactive
DTXSID1052587,868-57-5,Methyl 2-methylbutyrate,C6H12O2,116.08373,116.16,CCC(C)C(=O)OC,3,202,1,Inactive
DTXSID1052610,91-67-8,"N,N-Diethyl-m-toluidine",C11H17N,163.1361,163.264,CCN(CC)C1=CC=CC(C)=C1,4,200,2,Inactive
DTXSID1074915,51851-37-7,Triethoxy((perfluorohexyl)ethyl)silane,C14H19F13O3Si,510.089587,510.367,CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,4,232,2,Inactive
DTXSID1067629,31506-32-8,N-Methylperfluorooctanesulfonamide,C9H4F17NO2S,512.969128,513.17,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,37,251,15,Inactive
DTXSID1068772,52591-27-2,2-(Perfluorobutyl)ethyl acrylate,C9H7F9O2,318.030233,318.139,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,57,255,22,Inactive
DTXSID20179883,252237-40-4,2-(Perfluorohexyl)ethylphosphonic acid,C8H6F13O3P,427.984697,428.086,OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10,258,4,Inactive
DTXSID2020006,103-90-2,Acetaminophen,C8H9NO2,151.063329,151.165,CC(=O)NC1=CC=C(O)C=C1,2,649,0,Inactive
DTXSID2020058,3775-55-1,"2-Amino-5-(5-nitro-2-furyl)-1,3,4-oxadiazole",C6H4N4O4,196.023255,196.122,NC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O,53,316,17,Inactive
DTXSID2020137,92-87-5,"4,4?-Diamino-1,1?-biphenyl",C12H12N2,184.100048,184.242,NC1=CC=C(C=C1)C1=CC=C(N)C=C1,57,617,9,Inactive
DTXSID2020212,2409-55-4,4-Methyl-2-tert-butylphenol,C11H16O,164.120115,164.248,CC1=CC(=C(O)C=C1)C(C)(C)C,174,470,37,Inactive
DTXSID2020266,118-75-2,Chloranil,C6Cl4O2,243.86524,245.86,ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,240,441,54,Inactive
DTXSID2020262,133-90-4,Chloramben,C7H5Cl2NO2,204.969734,206.02,NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O,6,613,1,Inactive
DTXSID2020189,3844-45-9,FD&C Blue No. 1,C37H34N2Na2O9S3,792.122183,792.84,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O)C1=C(C=CC=C1)S([O-])(=O)=O,88,616,14,Inactive
DTXSID2020216,128-37-0,Butylated hydroxytoluene,C15H24O,220.182715,220.356,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,42,349,12,Inactive
DTXSID2020268,115-28-6,Chlorendic acid,C9H4Cl6O4,385.824075,388.83,OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,2,620,0,Inactive
DTXSID2020349,102-50-1,4-Methoxy-2-methylaniline,C8H11NO,137.084064,137.182,COC1=CC(C)=C(N)C=C1,12,318,4,Inactive
DTXSID2020428,79-43-6,Dichloroacetic acid,C2H2Cl2O2,127.943185,128.94,OC(=O)C(Cl)Cl,1,595,0,Inactive
DTXSID2020426,99-30-9,Dichloran,C6H4Cl2N2O2,205.964983,207.01,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,177,719,25,Inactive
DTXSID2020347,56-72-4,Coumaphos,C14H16ClO5PS,362.014459,362.76,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,188,808,23,Inactive
DTXSID2020420,23950-58-5,Propyzamide,C12H11Cl2NO,255.021769,256.13,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,80,732,11,Inactive
DTXSID2020507,121-69-7,"N,N-Dimethylaniline",C8H11N,121.089149,121.183,CN(C)C1=CC=CC=C1,8,579,1,Inactive
DTXSID2020634,51-21-8,5-Fluorouracil,C4H3FN2O2,130.017856,130.078,FC1=CNC(=O)NC1=O,93,636,15,Active
DTXSID2020509,24448-94-0,"5,5-Dimethylbarbituric acid",C6H8N2O3,156.053492,156.141,CC1(C)C(=O)NC(=O)NC1=O,5,316,2,Inactive
DTXSID2020505,108-01-0,Dimethylaminoethanol,C4H11NO,89.084064,89.138,CN(C)CCO,3,600,1,Inactive
DTXSID2020501,1095-90-5,Methadone hydrochloride,C21H28ClNO,345.185942,345.91,Cl.CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,116,647,18,Active
DTXSID2020474,119-84-6,"3,4-Dihydrocoumarin",C9H8O2,148.052429,148.161,O=C1CCC2=C(O1)C=CC=C2,1,319,0,Inactive
DTXSID2020688,77-47-4,Hexachlorocyclopentadiene,C5Cl6,269.813116,272.76,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,180,604,30,Active
DTXSID2020636,93957-54-1,Fluvastatin,C24H26FNO4,411.184586,411.473,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,43,319,13,Active
DTXSID2020686,58-89-9,Lindane,C6H6Cl6,287.860066,290.81,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,85,700,12,Inactive
DTXSID2020713,58-93-5,Hydrochlorothiazide,C7H8ClN3O4S2,296.964476,297.73,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,4,593,1,Inactive
DTXSID2020767,120-58-1,Isosafrole,C10H10O2,162.06808,162.188,CC=CC1=CC2=C(OCO2)C=C1,5,320,2,Inactive
DTXSID2020921,91-59-8,2-Naphthylamine,C10H9N,143.073499,143.189,NC1=CC2=C(C=CC=C2)C=C1,62,625,10,Inactive
DTXSID2020894,90-94-8,Bis(4-(dimethylamino)phenyl)methanone,C17H20N2O,268.157563,268.36,CN(C)C1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,157,609,26,Inactive
DTXSID2020890,56-04-2,6-Methyl-2-thiouracil,C5H6N2OS,142.020084,142.18,CC1=CC(=O)NC(=S)N1,10,602,2,Inactive
DTXSID2020892,443-48-1,Metronidazole,C6H9N3O3,171.064391,171.156,CC1=NC=C(N1CCO)[N+]([O-])=O,1,321,0,Inactive
DTXSID2020923,77191-36-7,Nefiracetam,C14H18N2O2,246.136828,246.31,CC1=CC=CC(C)=C1NC(=O)CN1CCCC1=O,1,319,0,Inactive
DTXSID2021028,55-18-5,N-Nitrosodiethylamine,C4H10N2O,102.079313,102.137,CCN(CC)N=O,4,637,1,Inactive
DTXSID2020927,13927-77-0,Nickel bis(dibutyldithiocarbamate),C18H36N2NiS4,466.111476,467.43,[Ni++].CCCCN(CCCC)C([S-])=S.CCCCN(CCCC)C([S-])=S,4,426,1,Inactive
DTXSID2021026,924-16-3,N-Nitrosodibutylamine,C8H18N2O,158.141913,158.245,CCCCN(CCCC)N=O,5,582,1,Inactive
DTXSID2020929,98-92-0,Niacinamide,C6H6N2O,122.048013,122.127,NC(=O)C1=CC=CN=C1,3,349,1,Inactive
DTXSID2021103,1825-21-4,Pentachloroanisole,C7H3Cl5O,277.862653,280.35,COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,13,344,4,Inactive
DTXSID2020977,75-52-5,Nitromethane,CH3NO2,61.016378,61.04,C[N+]([O-])=O,2,317,1,Inactive
DTXSID2021022,60599-38-4,"1,1?-(Nitrosoimino)bis[2-propanone]",C6H10N2O3,158.069142,158.157,CC(=O)CN(CC(C)=O)N=O,0,316,0,Inactive
DTXSID2021105,82-68-8,Fartox,C6Cl5NO2,292.837167,295.32,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,91,664,14,Inactive
DTXSID2021151,90-43-7,2-Phenylphenol,C12H10O,170.073165,170.211,OC1=C(C=CC=C1)C1=CC=CC=C1,55,692,8,Inactive
DTXSID2021238,108-46-3,Resorcinol,C6H6O2,110.036779,110.112,OC1=CC(O)=CC=C1,11,585,2,Inactive
DTXSID2021234,4548-53-2,FD&C Red 4,C18H14N2Na2O7S2,480.003782,480.42,[Na+].[Na+].CC1=CC(C)=C(C=C1N=NC1=CC(=C2C=CC=CC2=C1O)S([O-])(=O)=O)S([O-])(=O)=O,45,352,13,Inactive
DTXSID2021286,96-09-3,Styrene oxide,C8H8O,120.057515,120.151,C1OC1C1=CC=CC=C1,6,576,1,Inactive
DTXSID2021282,18883-66-4,Streptozotocin,C8H15N3O7,265.091,265.222,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,0,321,0,Inactive
DTXSID2021367,89778-27-8,Toremifene citrate,C32H36ClNO8,597.212945,598.09,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,148,322,46,Inactive
DTXSID2021288,57-50-1,Sucrose,C12H22O11,342.116212,342.297,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,2,575,0,Inactive
DTXSID2021311,732-26-3,"2,4,6-Tris(tert-butyl)phenol",C18H30O,262.229666,262.437,CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,115,606,19,Inactive
DTXSID2021650,127-17-3,Pyruvic acid,C3H4O3,88.016044,88.062,CC(=O)C(O)=O,3,324,1,Inactive
DTXSID2021577,534-07-6,"1,3-Dichloropropanone",C3H4Cl2O,125.96392,126.96,ClCC(=O)CCl,99,321,31,Inactive
DTXSID2021498,2516-40-7,2-Bromobenzothiazole,C7H4BrNS,212.924783,214.08,BrC1=NC2=C(S1)C=CC=C2,17,426,4,Inactive
DTXSID2021440,88-12-0,Vinylpyrrolidone,C6H9NO,111.068414,111.144,C=CN1CCCC1=O,4,569,1,Inactive
DTXSID2021575,75-99-0,Dalapon,C3H4Cl2O2,141.958835,142.96,CC(Cl)(Cl)C(O)=O,2,596,0,Inactive
DTXSID2021654,110-94-1,Glutaric acid,C5H8O4,132.042259,132.115,OC(=O)CCCC(O)=O,2,321,1,Inactive
DTXSID2021656,103-82-2,Phenylacetic acid,C8H8O2,136.052429,136.15,OC(=O)CC1=CC=CC=C1,2,318,1,Inactive
DTXSID2021600,111-14-8,Heptanoic acid,C7H14O2,130.09938,130.187,CCCCCCC(O)=O,3,578,1,Inactive
DTXSID2021602,57-10-3,Hexadecanoic acid,C16H32O2,256.24023,256.43,CCCCCCCCCCCCCCCC(O)=O,5,350,1,Inactive
DTXSID2021604,66-25-1,Hexanal,C6H12O,100.088815,100.161,CCCCCC=O,7,322,2,Inactive
DTXSID2021739,71-23-8,1-Propanol,C3H8O,60.057515,60.096,CCCO,1,353,0,Inactive
DTXSID2021816,96-05-9,Allyl methacrylate,C7H10O2,126.06808,126.155,CC(=C)C(=O)OCC=C,0,321,0,Inactive
DTXSID2021818,96-17-3,2-Methylbutanal,C5H10O,86.073165,86.134,CCC(C)C=O,8,322,2,Inactive
DTXSID2021735,67-68-5,Dimethyl sulfoxide,C2H6OS,78.013936,78.13,CS(C)=O,4,356,1,Inactive
DTXSID2021781,84-74-2,"Dibutyl 1,2-benzenedicarboxylate",C16H22O4,278.151809,278.348,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,80,759,11,Inactive
DTXSID2021864,105-67-9,"2,4-Dimethylphenol",C8H10O,122.073165,122.167,CC1=CC(C)=C(O)C=C1,16,606,3,Inactive
