DTXSID,CASRN,PREFERRED.NAME,MOLECULAR_FORMULA,MONOISOTOPIC.MASS,AVERAGE_MASS,SMILES,ToxCast.Active,ToxCast.Total,X..ToxCast.Active,HIT.CALL,C,H,N,O,S
DTXSID3024368,112-50-5,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,C8H18O4,178.120509,178.228,CCOCCOCCOCCO,1,575,0,Inactive,8,18,0,4,0
DTXSID3024738,97-42-7,Carvyl acetate,C12H18O2,194.13068,194.274,CC(=O)OC1CC(CC=C1C)C(C)=C,8,323,2,Inactive,12,18,0,2,0
DTXSID3024869,80-15-9,Cumene hydroperoxide,C9H12O2,152.08373,152.193,CC(C)(OO)C1=CC=CC=C1,59,612,10,Inactive,9,12,0,2,0
DTXSID3025178,102-06-7,"1,3-Diphenylguanidine",C13H13N3,211.110947,211.268,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,88,633,14,Active,13,13,3,0,0
DTXSID3025091,119-90-4,C.I. Disperse Black 6,C14H16N2O2,244.121178,244.294,COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,80,602,13,Inactive,14,16,2,2,0
DTXSID3025170,101-67-7,"4,4'-Dioctyldiphenylamine",C28H43N,393.33955,393.659,CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1,6,303,2,Inactive,28,43,1,0,0
DTXSID3025253,379-79-3,Ergotamine D-tartrate,C70H76N10O16,1312.544076,1313.432,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O.CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O,79,320,25,Inactive,70,76,10,16,0
DTXSID3025461,97-86-9,Isobutyl methacrylate,C8H14O2,142.09938,142.198,CC(C)COC(=O)C(C)=C,30,321,9,Inactive,8,14,0,2,0
DTXSID3025122,1119-40-0,Dimethyl glutarate,C7H12O4,160.073559,160.169,COC(=O)CCCC(=O)OC,3,576,1,Inactive,7,12,0,4,0
DTXSID3025049,111-77-3,Diethylene glycol monomethyl ether,C5H12O3,120.078644,120.148,COCCOCCO,8,595,1,Inactive,5,12,0,3,0
DTXSID3025047,112-36-7,Diethylene glycol diethyl ether,C8H18O3,162.125594,162.229,CCOCCOCCOCC,3,321,1,Inactive,8,18,0,3,0
DTXSID3025209,15791-78-3,C.I. Disperse Blue 27,C22H16N2O7,420.095751,420.377,OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,154,446,35,Active,22,16,2,7,0
DTXSID3025881,95-54-5,"1,2-Phenylenediamine",C6H8N2,108.068748,108.144,NC1=C(N)C=CC=C1,165,630,26,Active,6,8,2,0,0
DTXSID3025469,123-51-3,Isopentyl alcohol,C5H12O,88.088815,88.15,CC(C)CCO,3,589,1,Inactive,5,12,0,1,0
DTXSID3026223,111-21-7,Triethylene glycol diacetate,C10H18O6,234.110338,234.248,CC(=O)OCCOCCOCCOC(C)=O,6,574,1,Inactive,10,18,0,6,0
DTXSID3026562,93-68-5,N-(2-Methylphenyl)-3-oxobutanamide,C11H13NO2,191.094629,191.23,CC(=O)CC(=O)NC1=C(C)C=CC=C1,1,323,0,Inactive,11,13,1,2,0
DTXSID3026560,92-70-6,3-Hydroxy-2-naphthoic acid,C11H8O3,188.047344,188.182,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,13,324,4,Inactive,11,8,0,3,0
DTXSID3026564,94-28-0,Triethylene glycol bis(2-ethylhexanoate),C22H42O6,402.298139,402.572,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,31,621,5,Inactive,22,42,0,6,0
DTXSID3026645,99-87-6,p-Cymene,C10H14,134.10955,134.222,CC(C)C1=CC=C(C)C=C1,1,576,0,Inactive,10,14,0,0,0
DTXSID3026514,85-41-6,Phthalimide,C8H5NO2,147.032028,147.133,O=C1NC(=O)C2=C1C=CC=C2,2,349,1,Inactive,8,5,1,2,0
DTXSID3026566,94-60-0,"Dimethyl cyclohexane-1,4-dicarboxylate",C10H16O4,200.104859,200.234,COC(=O)C1CCC(CC1)C(=O)OC,3,358,1,Inactive,10,16,0,4,0
DTXSID3026726,106-22-9,Citronellol,C10H20O,156.151415,156.269,CC(CCO)CCC=C(C)C,23,582,4,Inactive,10,20,0,1,0
DTXSID3026647,99-96-7,4-Hydroxybenzoic acid,C7H6O3,138.031694,138.122,OC(=O)C1=CC=C(O)C=C1,1,356,0,Inactive,7,6,0,3,0
DTXSID3026697,103-24-2,Bis(2-ethylhexyl) nonanedioate,C25H48O4,412.35526,412.655,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,48,580,8,Inactive,25,48,0,4,0
DTXSID3026728,106-25-2,(Z)-Nerol,C10H18O,154.135765,154.253,CC(C)=CCC\C(C)=C/CO,21,617,3,Inactive,10,18,0,1,0
DTXSID3026691,102-76-1,Triacetin,C9H14O6,218.079038,218.205,CC(=O)OCC(COC(C)=O)OC(C)=O,4,584,1,Inactive,9,14,0,6,0
DTXSID3027039,126-58-9,Dipentaerythritol,C10H22O7,254.136553,254.279,OCC(CO)(CO)COCC(CO)(CO)CO,3,323,1,Inactive,10,22,0,7,0
DTXSID3027085,141-17-3,Bis[2-(2-butoxyethoxy)ethyl] adipate,C22H42O8,434.287968,434.57,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,6,428,1,Inactive,22,42,0,8,0
DTXSID3027297,693-23-2,Dodecanedioic acid,C12H22O4,230.151809,230.304,OC(=O)CCCCCCCCCCC(O)=O,13,318,4,Inactive,12,22,0,4,0
DTXSID3027293,688-84-6,2-Ethylhexyl 2-methyl-2-propenoate,C12H22O2,198.16198,198.306,CCCCC(CC)COC(=O)C(C)=C,7,322,2,Inactive,12,22,0,2,0
DTXSID3027530,3290-92-4,"1,1,1-Trimethylolpropane trimethacrylate",C18H26O6,338.172939,338.4,CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C,65,430,15,Inactive,18,26,0,6,0
DTXSID3027322,830-13-7,Cyclododecanone,C12H22O,182.167065,182.307,O=C1CCCCCCCCCCC1,8,429,2,Inactive,12,22,0,1,0
DTXSID3027401,1452-15-9,4-Thiazolecarbonitrile,C4H2N2S,109.993869,110.13,N#CC1=CSC=N1,4,318,1,Inactive,4,2,2,0,1
DTXSID3027584,4979-32-2,"N,N-Dicyclohexyl-2-benzothiazolesulfenamide",C19H26N2S2,346.153741,346.55,C1CCC(CC1)N(SC1=NC2=C(S1)C=CC=C2)C1CCCCC1,46,433,11,Inactive,19,26,2,0,2
DTXSID3027588,5124-30-1,"1,1-Methylenebis(4-isocyanatocyclohexane)",C15H22N2O2,262.168128,262.353,O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1,61,439,14,Inactive,15,22,2,2,0
DTXSID3027798,18328-90-0,N-Ethyl-2-methylallylamine,C6H13N,99.104799,99.177,CCNCC(C)=C,3,318,1,Inactive,6,13,1,0,0
DTXSID3029289,7747-35-5,"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole",C7H13NO2,143.094629,143.186,CCC12COCN1COC2,11,574,2,Inactive,7,13,1,2,0
DTXSID3029154,120-92-3,Cyclopentanone,C5H8O,84.057515,84.118,O=C1CCCC1,2,353,1,Inactive,5,8,0,1,0
DTXSID3028005,39515-51-0,3-Phenoxybenzaldehyde,C13H10O2,198.06808,198.221,O=CC1=CC(OC2=CC=CC=C2)=CC=C1,7,432,2,Inactive,13,10,0,2,0
DTXSID3029653,1762-95-4,Ammonium isothiocyanate,CH4N2S,76.009519,76.12,[NH4+].[S-]C#N,4,365,1,Inactive,1,4,2,0,1
DTXSID3029607,109-16-0,Triethylene glycol dimethacrylate,C14H22O6,286.141638,286.324,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,13,428,3,Inactive,14,22,0,6,0
DTXSID3029364,41317-15-1,4-Methoxy-2-methyl-N-phenylaniline,C14H15NO,213.115364,213.28,COC1=CC=C(NC2=CC=CC=C2)C(C)=C1,35,316,11,Inactive,14,15,1,1,0
DTXSID3031492,108-22-5,Isopropenyl acetate,C5H8O2,100.052429,100.117,CC(=C)OC(C)=O,5,320,2,Inactive,5,8,0,2,0
DTXSID3032412,81405-85-8,Imazamethabenz-methyl,C16H20N2O3,288.147393,288.347,"C*.COC(=O)C1=C(C=CC=C1)C1=NC(=O)C(C)(N1)C(C)C |c:7,9,t:5,12,lp:3:2,5:2,13:1,15:2,18:1,m:1:9.10|",3,347,1,Inactive,16,20,2,3,0
DTXSID3032416,28159-98-0,Cybutryne,C11H19N5S,253.136117,253.37,CSC1=NC(NC(C)(C)C)=NC(NC2CC2)=N1,37,362,10,Inactive,11,19,5,0,1
DTXSID3030428,67-47-0,5-(Hydroxymethyl)-2-furfural,C6H6O3,126.031694,126.111,OCC1=CC=C(O1)C=O,0,319,0,Inactive,6,6,0,3,0
DTXSID3032337,33629-47-9,Butralin,C14H21N3O4,295.153206,295.339,CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,126,692,18,Inactive,14,21,3,4,0
DTXSID3032389,4602-84-0,Farnesol,C15H26O,222.198365,222.372,CC(C)=CCCC(C)=CCCC(C)=CCO,54,371,15,Inactive,15,26,0,1,0
DTXSID3032622,10004-44-1,Hymexazol,C4H5NO2,99.032028,99.089,CC1=CC(=O)NO1,1,321,0,Inactive,4,5,1,2,0
DTXSID3032624,42588-37-4,Kinoprene,C18H28O2,276.20893,276.42,CC(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OCC#C,49,427,11,Inactive,18,28,0,2,0
DTXSID3032626,2032-65-7,Methiocarb,C11H15NO2S,225.08235,225.31,CNC(=O)OC1=CC(C)=C(SC)C(C)=C1,73,323,23,Inactive,11,15,1,2,1
DTXSID3032628,161050-58-4,Methoxyfenozide,C22H28N2O3,368.209993,368.477,COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C,64,658,10,Inactive,22,28,2,3,0
DTXSID3034531,23564-06-9,Thiophanate,C14H18N4O4S2,370.076947,370.44,CCOC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OCC)C=CC=C1,32,354,9,Inactive,14,18,4,4,2
DTXSID3034456,87818-31-3,Cinmethylin,C18H26O2,274.19328,274.404,CC(C)[C@]12CC[C@](C)(O1)[C@@H](C2)OCC1=C(C)C=CC=C1,73,660,11,Inactive,18,26,0,2,0
DTXSID3034583,2122-70-5,Ethyl 1-naphthaleneacetate,C14H14O2,214.09938,214.264,CCOC(=O)CC1=CC=CC2=C1C=CC=C2,19,359,5,Inactive,14,14,0,2,0
DTXSID3034113,566-48-3,4-Hydroxyandrostenedione,C19H26O3,302.188195,302.414,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,36,338,11,Inactive,19,26,0,3,0
DTXSID3036105,88-41-5,2-tert-Butylcyclohexyl acetate,C12H22O2,198.16198,198.306,CC(=O)OC1CCCCC1C(C)(C)C,2,347,1,Inactive,12,22,0,2,0
DTXSID3035214,3391-86-4,1-Octen-3-ol,C8H16O,128.120115,128.215,CCCCCC(O)C=C,14,345,4,Inactive,8,16,0,1,0
DTXSID3036286,5146-66-7,Citralva,C10H15N,149.120449,149.237,CC(C)=CCCC(C)=CC#N,3,352,1,Inactive,10,15,1,0,0
DTXSID3036288,5333-42-6,2-Octyl-1-dodecanol,C20H42O,298.323566,298.555,CCCCCCCCCCC(CO)CCCCCCCC,2,349,1,Inactive,20,42,0,1,0
DTXSID3036525,53-41-8,Androsterone,C19H30O2,290.22458,290.447,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,50,323,15,Active,19,30,0,2,0
DTXSID3034664,114311-32-9,Imazamox,C15H19N3O4,305.137556,305.334,COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,5,672,1,Inactive,15,19,3,4,0
DTXSID3036496,797-63-7,Levonorgestrel,C21H28O2,312.20893,312.453,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],80,660,12,Inactive,21,28,0,2,0
DTXSID3037094,68392-35-8,4-Hydroxytamoxifen,C26H29NO2,387.219829,387.523,CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,352,705,50,Inactive,26,29,1,2,0
DTXSID3037757,112-45-8,10-Undecen-1-al,C11H20O,168.151415,168.28,C=CCCCCCCCCC=O,9,435,2,Inactive,11,20,0,1,0
DTXSID3038696,93-89-0,Ethyl benzoate,C9H10O2,150.06808,150.177,CCOC(=O)C1=CC=CC=C1,11,346,3,Inactive,9,10,0,2,0
DTXSID3038800,2052-15-5,Butyl 4-oxopentanoate,C9H16O3,172.109944,172.224,CCCCOC(=O)CCC(C)=O,1,320,0,Inactive,9,16,0,3,0
DTXSID3040271,91-63-4,2-Methylquinoline,C10H9N,143.073499,143.189,CC1=NC2=C(C=CC=C2)C=C1,3,324,1,Inactive,10,9,1,0,0
DTXSID3038771,565-80-0,"2,4-Dimethylpentan-3-one",C7H14O,114.104465,114.188,CC(C)C(=O)C(C)C,16,302,5,Inactive,7,14,0,1,0
DTXSID3040722,2433-14-9,4-Cyclohexylcyclohexanol,C12H22O,182.167065,182.307,OC1CCC(CC1)C1CCCCC1,34,617,6,Inactive,12,22,0,1,0
DTXSID3041293,120-65-0,2-((Dimethylamino)methyl)phenol,C9H13NO,151.099714,151.209,CN(C)CC1=CC=CC=C1O,3,347,1,Inactive,9,13,1,1,0
DTXSID3041299,7011-83-8,Dihydrojasmone lactone,C11H20O2,184.14633,184.279,CCCCCCC1(C)CCC(=O)O1,6,345,2,Inactive,11,20,0,2,0
DTXSID3041247,120-46-7,"1,3-Diphenyl-1,3-propanedione",C15H12O2,224.08373,224.259,O=C(CC(=O)C1=CC=CC=C1)C1=CC=CC=C1,66,352,19,Inactive,15,12,0,2,0
DTXSID3040776,654055-01-3,Morin hydrate,C15H14O9,338.063782,338.268,O.O.OC1=CC(O)=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O,43,368,12,Inactive,15,14,0,9,0
DTXSID3041035,23513-14-6,(6)-Gingerol,C17H26O4,294.183109,294.391,CCCCC[C@H](O)CC(=O)CCC1=CC=C(O)C(OC)=C1,12,143,8,Inactive,17,26,0,4,0
DTXSID3041376,24602-86-6,"2,6-Dimethyl-4-tridecylmorpholine",C19H39NO,297.303165,297.527,CCCCCCCCCCCCCN1CC(C)OC(C)C1,40,603,7,Inactive,19,39,1,1,0
DTXSID3041611,137-66-6,Ascorbyl palmitate,C22H38O7,414.261754,414.539,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,46,361,13,Inactive,22,38,0,7,0
DTXSID3041580,628-87-5,Iminodiacetonitrile,C4H5N3,95.048347,95.105,N#CCNCC#N,0,319,0,Inactive,4,5,3,0,0
DTXSID3041615,4658-28-0,Aziprotryne,C7H11N7S,225.079665,225.27,CSC1=NC(NC(C)C)=NC(N=[N+]=[N-])=N1,15,316,5,Inactive,7,11,7,0,1
DTXSID3041877,151-05-3,Dimethylbenzylcarbinyl acetate,C12H16O2,192.11503,192.258,CC(=O)OC(C)(C)CC1=CC=CC=C1,3,349,1,Inactive,12,16,0,2,0
DTXSID3041663,103-41-3,Benzyl cinnamate,C16H14O2,238.09938,238.286,O=C(OCC1=CC=CC=C1)C=CC1=CC=CC=C1,23,365,6,Inactive,16,14,0,2,0
DTXSID3041744,509-34-2,C.I. Solvent Red 49,C28H30N2O3,442.225643,442.559,CCN(CC)C1=CC=C2C(OC3=CC(=CC=C3C22OC(=O)C3=CC=CC=C23)N(CC)CC)=C1,80,309,26,Inactive,28,30,2,3,0
DTXSID3041790,106-23-0,Citronellal,C10H18O,154.135765,154.253,CC(CCC=C(C)C)CC=O,1,352,0,Inactive,10,18,0,1,0
DTXSID3041661,611-20-1,2-Hydroxybenzonitrile,C7H5NO,119.037114,119.123,OC1=C(C=CC=C1)C#N,6,362,2,Inactive,7,5,1,1,0
DTXSID3041954,106-68-3,3-Octanone,C8H16O,128.120115,128.215,CCCCCC(=O)CC,1,345,0,Inactive,8,16,0,1,0
DTXSID3042059,106-27-4,Isopentyl butyrate,C9H18O2,158.13068,158.241,CCCC(=O)OCCC(C)C,5,580,1,Inactive,9,18,0,2,0
DTXSID3042219,103-65-1,Propylbenzene,C9H12,120.0939,120.195,CCCC1=CC=CC=C1,2,593,0,Inactive,9,12,0,0,0
DTXSID3044332,100-85-6,Benzyltrimethylammonium hydroxide,C10H17NO,167.131014,167.252,[OH-].C[N+](C)(C)CC1=CC=CC=C1,1,320,0,Inactive,10,17,1,1,0
DTXSID3042423,126-14-7,Sucrose octaacetate,C28H38O19,678.200729,678.593,[H][C@]1(O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,2,570,0,Inactive,28,38,0,19,0
DTXSID3042508,69-93-2,Uric acid,C5H4N4O3,168.02834,168.112,O=C1NC2=C(N1)C(=O)NC(=O)N2,0,164,0,Inactive,5,4,4,3,0
DTXSID3042477,2398-96-1,Tolnaftate,C19H17NOS,307.103085,307.41,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,49,322,15,Inactive,19,17,1,1,1
DTXSID3044380,134-81-6,"1,2-Diphenylethanedione",C14H10O2,210.06808,210.232,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,13,435,3,Inactive,14,10,0,2,0
DTXSID3044201,111974-72-2,Quetiapine fumarate,C46H54N6O8S2,882.344455,883.09,OC(=O)\C=C\C(O)=O.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=CC=C2,35,316,11,Active,46,54,6,8,2
DTXSID3044413,2687-91-4,1-Ethyl-2-pyrrolidinone,C6H11NO,113.084064,113.16,CCN1CCCC1=O,0,318,0,Inactive,6,11,1,1,0
DTXSID3044415,3006-93-7,"N,N'-1,3-Phenylenedimaleimide",C14H8N2O4,268.048407,268.228,O=C1C=CC(=O)N1C1=CC(=CC=C1)N1C(=O)C=CC1=O,69,194,36,Inactive,14,8,2,4,0
DTXSID3044461,7786-67-6,5-Methyl-2-(1-methylethenyl)cyclohexanol,C10H18O,154.135765,154.253,CC1CCC(C(O)C1)C(C)=C,3,194,2,Inactive,10,18,0,1,0
DTXSID3044544,135-65-9,3-Hydroxy-N-(3-nitrophenyl)naphthalene-2-carboxamide,C17H12N2O4,308.079707,308.293,OC1=CC2=C(C=CC=C2)C=C1C(=O)NC1=CC=CC(=C1)[N+]([O-])=O,97,319,30,Inactive,17,12,2,4,0
DTXSID3044384,14073-97-3,"(2S,5R)-2-Isopropyl-5-methylcyclohexan-1-one",C10H18O,154.135765,154.253,CC(C)[C@@H]1CC[C@@H](C)CC1=O,4,321,1,Inactive,10,18,0,1,0
DTXSID3044629,2638-94-0,"4,4'-Diazene-1,2-diylbis(4-cyanopentanoic acid)",C12H16N4O4,280.117155,280.284,CC(CCC(O)=O)(N=NC(C)(CCC(O)=O)C#N)C#N,0,318,0,Inactive,12,16,4,4,0
DTXSID3044465,88-63-1,"2,4-Diaminobenzenesulfonic acid",C6H8N2O3S,188.025563,188.2,NC1=CC=C(C(N)=C1)S(O)(=O)=O,0,318,0,Inactive,6,8,2,3,1
DTXSID3044598,16485-10-2,Panthenol,C9H19NO4,205.131408,205.254,CC(C)(CO)C(O)C(=O)NCCCO,0,321,0,Inactive,9,19,1,4,0
DTXSID3044702,621-07-8,N-Benzyl-N-hydroxy-1-phenylmethanamine,C14H15NO,213.115364,213.28,ON(CC1=CC=CC=C1)CC1=CC=CC=C1,4,316,1,Inactive,14,15,1,1,0
DTXSID3044750,96-96-8,4-Methoxy-2-nitroaniline,C7H8N2O3,168.053492,168.152,COC1=CC=C(N)C(=C1)[N+]([O-])=O,1,318,0,Inactive,7,8,2,3,0
DTXSID3044889,2460-77-7,"2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione",C14H20O2,220.14633,220.312,CC(C)(C)C1=CC(=O)C(=CC1=O)C(C)(C)C,42,195,22,Active,14,20,0,2,0
DTXSID3044831,7492-70-8,1-Butoxy-1-oxopropan-2-yl butanoate,C11H20O4,216.136159,216.277,CCCCOC(=O)C(C)OC(=O)CCC,0,321,0,Inactive,11,20,0,4,0
DTXSID3044833,80-27-3,Terpinyl propionate,C13H22O2,210.16198,210.317,CCC(=O)OC(C)(C)C1CCC(C)=CC1,10,353,3,Inactive,13,22,0,2,0
DTXSID3044910,3031-66-1,"Hex-3-yne-2,5-diol",C6H10O2,114.06808,114.144,CC(O)C#CC(C)O,114,318,36,Active,6,10,0,2,0
DTXSID3044752,999-21-3,Diprop-2-en-1-yl (2Z)-but-2-enedioate,C10H12O4,196.073559,196.202,C=CCOC(=O)\C=C/C(=O)OCC=C,31,318,10,Active,10,12,0,4,0
DTXSID3044960,57609-64-0,"1,3-Propanediol, bis(4-aminobenzoate)",C17H18N2O4,314.126657,314.341,NC1=CC=C(C=C1)C(=O)OCCCOC(=O)C1=CC=C(N)C=C1,32,330,10,Inactive,17,18,2,4,0
DTXSID3044962,599-61-1,"3,3'-Sulphonyldianiline",C12H12N2O2S,248.061949,248.3,NC1=CC=CC(=C1)S(=O)(=O)C1=CC(N)=CC=C1,2,321,1,Inactive,12,12,2,2,1
DTXSID3044966,61931-82-6,"N-(4-Methylpentan-2-yl)-N-phenylbenzene-1,4-diamine",C18H24N2,268.193949,268.404,CC(C)CC(C)N(C1=CC=CC=C1)C1=CC=C(N)C=C1,113,319,35,Inactive,18,24,2,0,0
DTXSID3044754,142-19-8,Prop-2-en-1-yl heptanoate,C10H18O2,170.13068,170.252,CCCCCCC(=O)OCC=C,3,321,1,Inactive,10,18,0,2,0
DTXSID3047001,101-48-4,Phenylacetaldehyde dimethyl acetal,C10H14O2,166.09938,166.22,COC(CC1=CC=CC=C1)OC,2,321,1,Inactive,10,14,0,2,0
DTXSID3047053,4221-98-1,(R)-alpha-Phellandrene,C10H16,136.125201,136.238,CC(C)[C@H]1CC=C(C)C=C1,17,316,5,Inactive,10,16,0,0,0
DTXSID3047059,495-40-9,Butyrophenone,C10H12O,148.088815,148.205,CCCC(=O)C1=CC=CC=C1,0,318,0,Inactive,10,12,0,1,0
DTXSID3047055,36431-72-8,"2,6,10,10-Tetramethyl-1-oxaspiro[4.5]dec-6-ene",C13H22O,194.167065,194.318,CC1CCC2(O1)C(C)=CCCC2(C)C,9,318,3,Inactive,13,22,0,1,0
DTXSID3047057,108-64-5,Ethyl isovalerate,C7H14O2,130.09938,130.187,CCOC(=O)CC(C)C,0,318,0,Inactive,7,14,0,2,0
DTXSID3047186,87-19-4,Isobutyl salicylate,C11H14O3,194.094294,194.23,CC(C)COC(=O)C1=CC=CC=C1O,1,318,0,Inactive,11,14,0,3,0
DTXSID3047184,697-82-5,"2,3,5-Trimethylphenol",C9H12O,136.088815,136.194,CC1=CC(O)=C(C)C(C)=C1,1,318,0,Inactive,9,12,0,1,0
DTXSID3047130,37526-88-8,Benzyl (2E)-2-methylbut-2-enoate,C12H14O2,190.09938,190.242,C\C=C(/C)C(=O)OCC1=CC=CC=C1,2,318,1,Inactive,12,14,0,2,0
DTXSID3047138,98-06-6,tert-Butylbenzene,C10H14,134.10955,134.222,CC(C)(C)C1=CC=CC=C1,6,592,1,Inactive,10,14,0,0,0
DTXSID3047263,349495-42-7,PharmaGSID_47263,C15H16N4O2,284.127326,284.319,CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1,48,663,7,Inactive,15,16,4,2,0
DTXSID3047188,21722-83-8,2-Cyclohexylethyl acetate,C10H18O2,170.13068,170.252,CC(=O)OCCC1CCCCC1,4,318,1,Inactive,10,18,0,2,0
DTXSID3047261,177785-47-6,"(2S,3S)-3-Methyl-2-(3-oxo-1,2-benzothiazol-2(3H)-yl)pentanoic acid",C13H15NO3S,265.077265,265.33,CC[C@H](C)[C@H](N1SC2=CC=CC=C2C1=O)C(O)=O,25,595,4,Inactive,13,15,1,3,1
DTXSID3047344,159138-81-5,Cariporide mesylate,C13H21N3O6S2,379.087178,379.45,CS(O)(=O)=O.CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N,82,612,13,Inactive,13,21,3,6,2
DTXSID3047425,1638-22-8,4-Butylphenol,C10H14O,150.104465,150.221,CCCCC1=CC=C(O)C=C1,54,402,13,Inactive,10,14,0,1,0
DTXSID3047267,NOCAS_47267,CP-642931,C17H25N7O,343.212058,343.435,C[C@@H](O)C1=NC(=CC=N1)N1[C@@H](C)CN(C[C@H]1C)C1=NC(C)=NC(C)=N1,16,587,3,Inactive,17,25,7,1,0
DTXSID3047552,6378-65-0,Hexyl hexanoate,C12H24O2,200.17763,200.322,CCCCCCOC(=O)CCCCC,0,318,0,Inactive,12,24,0,2,0
DTXSID3047471,115-18-4,2-Methyl-3-buten-2-ol,C5H10O,86.073165,86.134,CC(C)(O)C=C,0,207,0,Inactive,5,10,0,1,0
DTXSID3047477,6533-00-2,dl-Norgestrel,C21H28O2,312.20893,312.453,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],74,385,19,Inactive,21,28,0,2,0
DTXSID3047554,25152-85-6,(3Z)-Hex-3-en-1-yl benzoate,C13H16O2,204.11503,204.269,CC\C=C/CCOC(=O)C1=CC=CC=C1,4,318,1,Inactive,13,16,0,2,0
DTXSID3047508,607-88-5,Salicylic acid p-tolyl ester,C14H12O3,228.078644,228.247,CC1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,7,318,2,Inactive,14,12,0,3,0
DTXSID3047639,111-80-8,Methyl 2-nonynoate,C10H16O2,168.11503,168.236,CCCCCCC#CC(=O)OC,4,318,1,Inactive,10,16,0,2,0
DTXSID3047716,765-70-8,"3-Methyl-1,2-cyclopentanedione",C6H8O2,112.052429,112.128,CC1CCC(=O)C1=O,3,321,1,Inactive,6,8,0,2,0
DTXSID3047760,110-01-0,Tetrahydrothiophene,C4H8S,88.034671,88.17,C1CCSC1,5,198,3,Inactive,4,8,0,0,1
DTXSID3047633,111-62-6,Ethyl oleate,C20H38O2,310.28718,310.522,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,2,345,1,Inactive,20,38,0,2,0
DTXSID3052301,623-36-9,2-Methylpent-2-enal,C6H10O,98.073165,98.145,CCC=C(C)C=O,4,195,2,Inactive,6,10,0,1,0
DTXSID3051381,81541-12-0,Di-p-methylbenzylidenesorbitol,C22H26O6,386.172939,386.444,[H][C@]12COC(O[C@@]1([H])[C@]([H])(OC(O2)C1=CC=C(C)C=C1)[C@H](O)CO)C1=CC=C(C)C=C1,8,197,4,Inactive,22,26,0,6,0
